9 bcdefghi,aihdc,abd,acbhgfe,adf,aedg,afdh,agdbi,ahb
9 bcdefgh,afei,aid,acie,adib,abhg,afh,agf,bedc
9 bcdefg,aghi,afed,ace,adc,acih,ahb,bgfi,bhf
9 bcdef,agh,afed,ace,adc,acig,bfih,bgi,fhg
9 bcdefg,ahc,abh,ahgi,aif,aeig,afid,bdc,dgfe
9 bcdef,afgh,aid,aci,aihg,agb,bfeh,bge,ced
9 bcde,afg,ahd,ach,ahif,beig,bfi,ced,egf
9 bcdefgh,ahi,aihg,agfe,adf,aed,adch,agcib,bhc
9 bcdefg,aedh,ahi,aihb,abgf,aeg,afe,bdic,chd
9 bcdef,agc,abg,agfh,ahi,aihd,bdc,dfie,ehf
9 bcdefg,ahc,abh,ahge,adgif,aei,aied,bdc,egf
9 bcdef,agdhc,abh,ahbg,aif,aei,bid,bdc,egf
9 bcde,afg,agfh,aie,adi,bhcg,bfc,cfi,dhe
9 bcdefg,ahdic,abi,aibh,ahgf,aeg,afe,bed,bdc
9 bcdef,agh,ahgi,aife,adf,aed,bich,bgc,cgd
9 bcdefgh,ahgi,afed,ace,adc,acig,afibh,agb,bgf
9 bcdefg,agh,afed,ace,adc,acig,afihb,bgi,fhg
9 bcdefg,ahidc,abd,acbi,ahgf,aeg,afe,bei,bhd
9 bcdef,agc,abgh,aife,adf,aed,bihc,cgi,dhg
9 bcdefgh,aic,abi,aihe,adhgf,aeg,afeh,aged,bdc
9 bcdefg,agfh,aid,aci,aihf,aehbg,afb,bfe,ced
9 bcdef,afg,ahd,ach,ahif,aeigb,bfi,ced,egf
9 bcdefg,ahedc,abd,acbe,adbh,aig,afi,bie,fhg
9 bcdef,agc,abgd,acgh,aif,aei,bhdc,dgi,ehf
9 bcde,aefg,ahd,ach,afb,beig,bfi,cid,fhg
9 bcd,aef,agd,acg,bhif,bei,chd,egi,ehf
9 bcdef,afeg,ahd,ach,aigbf,aeb,bei,cid,ehg
9 bcde,aef,agd,acg,ahifb,bei,chd,egi,ehf
9 bcdefgh,aiedc,abd,acbe,adbi,aihg,afh,agf,bfe
9 bcdefg,ahc,abhd,achi,aigf,aeg,afe,bidc,dhe
9 bcdefghi,aic,abid,acihe,adhgf,aeg,afe,aed,adcb
9 bcdefgh,aic,abid,acihe,adhgf,aeg,afe,aed,bdc
9 bcdefgh,ahi,aihgd,acgfe,adf,aed,adc,acib,bhc
9 bcdefg,ahi,aihgd,acgfe,adf,aed,adc,bci,bhc
9 bcdef,agedc,abd,acb,abg,ahi,bihe,fgi,fhg
9 bcdefg,ahedc,abd,acb,abh,ahig,afi,bife,fhg
9 bcdef,agc,abg,agh,ahif,aei,bhdc,dgie,ehf
9 bcdefg,ahfei,aid,aci,aib,abhg,afh,bgf,bedc
9 bcdef,agh,ahgfi,aie,adi,aic,bch,bgc,cfed
9 bcdefgh,ahgi,aifed,ace,adc,aci,aibh,agb,bgfc
9 bcdefgh,ahfei,aid,aci,aib,abhg,afh,agfb,bedc
9 bcdefg,ahc,abhd,achgi,aif,aei,aid,bdc,dgfe
9 bcdef,afgh,aid,aci,aih,agb,bfh,bgei,ched
9 bcdefg,agfh,aid,aci,aih,ahbg,afb,bfei,ched
9 bcdefghi,aic,abid,acih,ahgf,aeg,afe,aed,adcb
9 bcdefgh,aic,abid,acih,ahgf,aeg,afe,aed,bdc
9 bcdefg,aghi,afed,ace,adc,aci,ahb,bgi,bhf
9 bcdef,agh,afed,ace,adc,aci,bih,bgi,fhg
9 bcdefgh,ahi,aihg,agfe,adf,aed,adc,acib,bhc
9 bcdefg,ahi,aihg,agfe,adf,aed,adc,bci,bhc
9 bcdefg,ahc,abh,ahg,agif,aei,aied,bdc,egf
9 bcdef,agh,ahgf,aie,adi,aic,bch,bgc,dfe
9 bcdefgh,ahgi,afed,ace,adc,aci,aibh,agb,bgf
9 bcdefg,agh,afed,ace,adc,aci,aihb,bgi,fhg
9 bcdefgh,aic,abi,aih,ahgf,aeg,afeh,aged,bdc
9 bcdefg,ahc,abhd,achg,aif,aei,aid,bdc,egf
9 bcdef,afgh,aid,aci,aih,agb,bfh,bge,ced
9 bcde,afg,ahd,ach,ahi,big,bfi,ced,egf
9 bcdefg,agfh,aid,aci,aih,ahbg,afb,bfe,ced
9 bcdef,afg,ahd,ach,ahi,aigb,bfi,ced,egf
9 bcdefghi,aic,abi,aihe,adhgf,aeg,afe,aedi,ahdcb
9 bcdefgh,afei,aid,aci,aibf,aebhg,afh,agf,bedc
9 bcdefg,ahedc,abd,acb,abhi,aig,afi,bie,ehgf
9 bcdef,agc,abg,aghi,aif,aei,bhdc,dgi,dhfe
9 bcdefg,ahei,aid,aci,aibh,ahg,afh,bgfe,bedc
9 bcdefgh,aifc,abed,ace,adc,abi,aih,agi,bhgf
9 bcdefg,ahdc,abd,acb,ahi,aig,afi,bie,ehgf
9 bcdefgh,aiedc,abd,acb,abif,aeihg,afh,agf,bfe
9 bcdefg,ahc,abh,ahie,adigf,aeg,afe,bidc,dhe
9 bcdefg,ahidc,abd,acb,aihgf,aeg,afe,bei,bhe
9 bcdef,agc,abg,ahife,adf,aed,bihc,dgi,dhg
9 bcde,afc,abf,age,adg,bhic,dihe,fgi,fhg
9 bcdefghi,aic,abi,aihe,adhgf,aeg,afe,aed,adcb
9 bcdefgh,afei,aid,aci,aib,abhg,afh,agf,bedc
9 bcdefg,ahc,abh,ahgi,aif,aei,aid,bdc,dgfe
9 bcdefgh,aic,abi,aihe,adhgf,aeg,afe,aed,bdc
9 bcdefg,ahedc,abd,acb,abh,aig,afi,bie,fhg
9 bcdef,agc,abg,agh,aif,aei,bhdc,dgi,ehf
9 bcdefgh,aiedc,abd,acb,abi,aihg,afh,agf,bfe
9 bcdefg,ahc,abh,ahi,aigf,aeg,afe,bidc,dhe
9 bcdefghi,aic,abi,aih,ahgf,aeg,afe,aed,adcb
9 bcdefgh,aic,abi,aih,ahgf,aeg,afe,aed,bdc
9 bcdefg,ahc,abh,ahg,aif,aei,aid,bdc,egf
9 bcdefghi,aic,abi,ahe,adhgf,aeg,afe,aedi,ahcb
9 bcdefgh,aidc,abd,acb,aif,aeihg,afh,agf,bfe
9 bcdefg,ahc,abh,aie,adigf,aeg,afe,bic,dhe
9 bcdefghi,aic,abi,ahe,adgf,aeg,afe,adi,ahcb
9 bcdefghi,aic,abid,acihe,adhgf,aeg,afeh,aged,adcb
9 bcdefgh,ahfei,aid,acie,adib,abhg,afh,agfb,bedc
9 bcdefg,aghi,afed,ace,adcf,aecih,ahb,bgfi,bhf
9 bcdef,agh,afed,ace,adcf,aecig,bfih,bgi,fhg
9 bcdef,afeg,ahd,achi,agbf,aeb,beih,cgid,dhg
9 bcdefg,ahc,abhd,achgi,aif,aeig,afid,bdc,dgfe
9 bcdef,afgh,aid,acie,adihg,agb,bfeh,bge,ced
9 bcdefg,agfh,aid,acie,adih,ahbg,afb,bfei,ched
9 bcdefgh,ahi,aihg,agfe,adf,aedg,afdch,agcib,bhc
9 bcdefg,agedh,ahi,aihb,abgf,aeg,afeb,bdic,chd
9 bcdef,agc,abgd,acgfh,ahi,aihd,bdc,dfie,ehf
9 bcdef,afeg,ahi,aihg,agbf,aeb,bedh,cgdi,chd
9 bcdefg,ahc,abhd,achge,adgif,aei,aied,bdc,egf
9 bcdefg,agh,ahgfd,acfie,adi,aidc,achb,bgc,dfe
9 bcdef,agedh,ahi,aihb,abgf,aeg,bfe,bdic,chd
9 bcdef,agh,ahgfd,acfie,adi,aidc,bch,bgc,dfe
9 bcdef,agdhc,abh,ahbg,agif,aei,bied,bdc,egf
9 bcdefg,agfh,aheid,aci,aich,ahbg,afb,bfec,ced
9 bcdefgh,ahgi,afed,ace,adcf,aecig,afibh,agb,bgf
9 bcdefg,agh,afed,ace,adcf,aecig,afihb,bgi,fhg
9 bcdefgh,aic,abid,acihe,adhgf,aeg,afeh,aged,bdc
9 bcdefg,agfh,aid,acie,adihf,aehbg,afb,bfe,ced
9 bcdef,afg,ahd,ache,adhif,aeigb,bfi,ced,egf
9 bcdefgh,ahi,aihgd,acgfe,adf,aedg,afdc,acib,bhc
9 bcdefg,ahfei,aid,acie,adib,abhg,afh,bgf,bedc
9 bcdef,afgh,aeid,aci,aichg,agb,bfeh,bge,ced
9 bcdef,agh,ahgfi,aie,adif,aeic,bch,bgc,cfed
9 bcdefg,agfh,aeid,aci,aichf,aehbg,afb,bfe,ced
9 bcdef,afg,aehd,ach,ahcif,aeigb,bfi,ced,egf
9 bcdef,aghdc,abd,acbh,agif,aei,bieh,bgd,egf
9 bcdefg,ahi,aihgd,acgfe,adf,aedg,afdc,bci,bhc
9 bcdef,afeg,ahi,aihge,adgbf,aeb,bed,cdi,chd
9 bcdef,agedc,abd,acbe,adbg,ahi,bihe,fgi,fhg
9 bcde,aedf,agh,aifbe,adb,bdi,cih,cgi,dhgf
9 bcdefg,ahedc,abd,acbe,adbh,ahig,afi,bife,fhg
9 bcdef,agc,abgd,acgh,ahif,aei,bhdc,dgie,ehf
9 bcdefgh,ahgi,aifed,ace,adcf,aeci,aibh,agb,bgfc
9 bcdefghi,aihc,abhg,agfe,adf,aedg,afdc,acbi,ahb
9 bcdefgh,aic,abid,acih,ahgf,aeg,afeh,aged,bdc
9 bcdefg,ahc,abhd,achg,aif,aeig,afid,bdc,egf
9 bcdef,afgh,aid,acie,adih,agb,bfh,bge,ced
9 bcde,afg,ahd,ache,adhi,big,bfi,ced,egf
9 bcdefg,agfh,aid,acie,adih,ahbg,afb,bfe,ced
9 bcdef,afg,ahd,ache,adhi,aigb,bfi,ced,egf
9 bcdefgh,ahi,aihg,agfe,adf,aedg,afdc,acib,bhc
9 bcdefg,ahi,aihg,agfe,adf,aedg,afdc,bci,bhc
9 bcdef,afeg,ahi,aihg,agbf,aeb,bed,cdi,chd
9 bcdefg,ahc,abhd,achg,agif,aei,aied,bdc,egf
9 bcdef,agh,ahgf,aie,adif,aeic,bch,bgc,dfe
9 bcdefg,agh,ahgf,afie,adi,aidc,achb,bgc,dfe
9 bcdef,agh,ahgf,afie,adi,aidc,bch,bgc,dfe
9 bcdefg,agfh,aeid,aci,aich,ahbg,afb,bfe,ced
9 bcdef,afg,aehd,ach,ahci,aigb,bfi,ced,egf
9 bcdefgh,ahgi,afed,ace,adcf,aeci,aibh,agb,bgf
9 bcdefg,agh,afed,ace,adcf,aeci,aihb,bgi,fhg
9 bcdefg,agfh,aied,ace,adci,ahbg,afb,bfi,che
9 bcdefghi,aidc,abd,acbihe,adhgf,aeg,afeh,agedi,ahdb
9 bcdefgh,ahdi,aid,acibhe,adhgf,aeg,afeh,agedb,bdc
9 bcdefg,ahi,aifed,ace,adcf,aecig,afih,bgi,bhgfc
9 bcdef,afdgh,aig,agbfe,adf,aedb,bdcih,bgi,chg
9 bcde,aedf,agh,ahfbe,adb,bdhi,cih,cgifd,fhg
9 bcdefg,aghfei,aid,acie,adibf,aebh,ahb,bgf,bedc
9 bcdef,afgdh,aid,acihbg,agf,aegb,bfed,bdi,chd
9 bcde,aefg,ahd,achigf,afb,bedg,bfdi,cid,dhg
9 bcdefg,agh,ahgfd,acfi,aif,aeidcg,afchb,bgc,dfe
9 bcdef,agh,aheid,aci,aichf,aehg,bfh,bgfec,ced
9 bcde,afgh,ahg,agfie,adi,bidg,bfdch,bgc,dfe
9 bcdef,agdh,ahd,achbge,adgif,aei,bied,bdc,egf
9 bcdef,agedh,aid,acihbe,adbgf,aeg,bfe,bdi,chd
9 bcdefg,agfh,ahei,aie,adichf,aehbg,afb,bfec,ced
9 bcdef,agh,ahied,ace,adci,aihg,bfh,bgfic,chfe
9 bcdefg,agedh,aid,acihbe,adbgf,aeg,afeb,bdi,chd
9 bcdef,afeg,ahd,achige,adgbf,aeb,bedi,cid,dhg
9 bcdefgh,ahi,aifed,ace,adcf,aecig,afih,agib,bhgfc
9 bcdefgh,ahgfei,aid,acie,adibf,aebg,afbh,agb,bedc
9 bcdefg,agh,aid,acie,adihf,aehg,afhb,bgfei,ched
9 bcdefgh,ahi,aihgd,acge,adgf,aeg,afedch,agcib,bhc
9 bcdefg,agh,aheid,aci,aichf,aehg,afhb,bgfec,ced
9 bcdef,aghc,abhd,ach,ahgif,aei,bieh,bgedc,egf
9 bcde,afgc,abg,aghie,adi,bhg,bfhdc,dgfi,dhe
9 bcdefg,agfedh,ahi,aihbe,adbf,aebg,afb,bdic,chd
9 bcdef,agec,abed,ace,adcbgh,ahi,bihe,egif,fhg
9 bcde,afdc,abd,acbfgh,ahi,bgd,dfih,dgie,ehg
9 bcdefg,ahec,abed,ace,adcbhf,aehig,afi,bife,fhg
9 bcdef,agdc,abd,acbghe,adhif,aei,bhd,dgie,ehf
9 bcde,afc,abfghd,achie,adi,bgc,cfh,cgid,dhe
9 bcdefgh,ahgi,aifd,acfe,adf,aedcig,afibh,agb,bgfc
9 bcdefg,agh,ahied,ace,adci,aihg,afhb,bgfic,chfe
9 bcdefg,agfehi,aid,acih,ahbf,aebg,afb,bedi,bhdc
9 bcdefgh,ahfei,aied,ace,adcibf,aebhg,afh,agfb,bec
9 bcdefg,agh,ahfed,ace,adcf,aechi,aihb,bgifc,fhg
9 bcdef,afeg,ahid,aci,aigbf,aeb,beih,cgi,chged
9 bcdefg,agfhei,aid,acie,adibh,ahbg,afb,bfe,bedc
9 bcdef,afgh,aied,ace,adcihg,agb,bfeh,bgei,che
9 bcdefg,agh,ahgfi,aife,adf,aedicg,afchb,bgc,cfd
9 bcdef,afg,agehd,ach,ahcgi,aigb,bfiec,ced,egf
9 bcdefg,agfh,aied,ace,adcihf,aehbg,afb,bfei,che
9 bcdefghi,aih,ahgd,acge,adgf,aeg,afedch,agcbi,ahb
9 bcdefgh,ahdi,aid,acibhe,adhgf,aeg,afe,aedb,bdc
9 bcdefg,ahi,aifed,ace,adc,acig,afih,bgi,bhgfc
9 bcdef,aghi,aih,ahgfe,adf,aed,bdh,bgdci,bhc
9 bcdef,adgh,aig,agbfe,adf,aed,bdcih,bgi,chg
9 bcdefg,aghfei,aid,aci,aibf,aebh,ahb,bgf,bedc
9 bcdef,agdh,ahd,achbgi,aif,aei,bid,bdc,dgfe
9 bcdef,agdh,aid,acihbg,agf,aeg,bfed,bdi,chd
9 bcdefg,ahdi,aid,acibhe,adhgf,aeg,afe,bed,bdc
9 bcdefg,aedh,aid,acihbe,adbgf,aeg,afe,bdi,chd
9 bcdefgh,ahi,aifed,ace,adc,acig,afih,agib,bhgfc
9 bcdefg,ahic,abid,aci,aihgf,aeg,afe,bei,bhedc
9 bcdef,aghc,abh,ahife,adf,aed,bih,bgidc,dhg
9 bcdefgh,ahgfei,aid,aci,aibf,aebg,afbh,agb,bedc
9 bcdefg,agh,aid,aci,aihf,aehg,afhb,bgfei,ched
9 bcdef,aghc,abhd,ach,aif,aei,bih,bgidc,ehgf
9 bcde,afgc,abg,ahe,adh,big,bfihc,dgie,fhg
9 bcdefg,ahec,abed,ace,adcbhi,aig,afi,bie,ehgf
9 bcdef,agdc,abd,acbghi,aif,aei,bhd,dgi,dhfe
9 bcdefgh,aiec,abed,ace,adcbif,aeihg,afh,agf,bfe
9 bcdefg,ahdc,abd,acbhie,adigf,aeg,afe,bid,dhe
9 bcdef,agc,abghid,acife,adf,aed,bhc,cgi,chd
9 bcdefgh,afei,aied,ace,adcibf,aebhg,afh,agf,bec
9 bcdefg,agh,ahfed,ace,adc,achi,aihb,bgifc,fhg
9 bcdefg,agfhei,aid,aci,aibh,ahbg,afb,bfe,bedc
9 bcdefghi,aihgf,afed,ace,adc,acbg,afbh,agbi,ahb
9 bcdefgh,ahdi,aid,acibh,ahgf,aeg,afe,aedb,bdc
9 bcdefg,ahi,afed,ace,adc,acig,afih,bgi,bhgf
9 bcdef,aghi,aih,agfe,adf,aed,bdh,bgci,bhc
9 bcdef,adgh,aig,abfe,adf,aed,bcih,bgi,chg
9 bcdefg,ahc,abh,ahge,adgi,aig,afied,bdc,egf
9 bcdef,agh,aid,aci,aihf,aehg,bfh,bgfe,ced
9 bcdefg,ahdi,aid,acibh,ahgf,aeg,afe,bed,bdc
9 bcdefg,aedh,aid,acihb,abgf,aeg,afe,bdi,chd
9 bcdefgh,ahi,afed,ace,adc,acig,afih,agib,bhgf
9 bcdefg,ahic,abid,aci,ahgf,aeg,afe,bei,bhdc
9 bcdef,aghc,abh,aife,adf,aed,bih,bgic,dhg
9 bcde,afg,ahed,ace,adc,big,bfih,cgi,fhg
9 bcdefgh,aic,abi,aihe,adhf,aehg,afh,agfed,bdc
9 bcdefg,agh,aid,aci,aihf,aehg,afhb,bgfe,ced
9 bcdefgh,aiec,abed,ace,adcbi,aihg,afh,agf,bfe
9 bcdefg,ahdc,abd,acbhi,aigf,aeg,afe,bid,dhe
9 bcdef,agc,abghi,aife,adf,aed,bhc,cgi,chd
9 bcdefgh,afei,aied,ace,adcib,abhg,afh,agf,bec
9 bcdefg,agh,afed,ace,adc,achi,aihb,bgif,fhg
9 bcdefg,ahc,abh,ahgi,aigf,aeg,afeid,bdc,dge
9 bcdef,afg,ahd,ach,ahgi,aigb,bfie,ced,egf
9 bcdefghi,aic,abhgd,acgfe,adf,aed,adch,agci,ahb
9 bcdefgh,ahi,aifed,ace,adc,acig,afih,agb,bgfc
9 bcdefg,ahc,abh,ahie,adif,aeg,afi,bidc,dhge
9 bcdef,aghc,abd,ach,aif,aei,bih,bgid,ehgf
9 bcdefg,ahic,abd,aci,aihgf,aeg,afe,bei,bhed
9 bcdef,agc,abh,ahife,adf,aed,bih,cgid,dhg
9 bcdefgh,ahfei,aid,aci,aibf,aebg,afh,agb,bedc
9 bcdefgh,ahc,abfi,aie,adi,aicg,afh,agb,cfed
9 bcdefg,ahec,abd,ace,adbhi,aig,afi,bie,ehgf
9 bcdefgh,aiec,abd,ace,adbif,aeihg,afh,agf,bfe
9 bcdefg,ahc,abd,achie,adigf,aeg,afe,bid,dhe
9 bcdefgh,afei,aid,ace,adibf,aebhg,afh,agf,bec
9 bcdefg,agh,ahfed,ace,adc,achi,aib,bifc,fhg
9 bcdefg,aghei,aid,aci,aibh,ahg,afb,bfe,bedc
9 bcdef,afg,ahd,ach,ahgi,aib,bieh,cged,egf
9 bcdefghi,aic,abhg,agfe,adf,aed,adch,agci,ahb
9 bcdefgh,ahi,afed,ace,adc,acig,afih,agb,bgf
9 bcdefg,ahc,abh,ahie,adif,aeg,afi,bdc,dge
9 bcdefgh,aic,abi,aihe,adhf,aeg,afh,aged,bdc
9 bcdefg,ahec,abd,ace,adbh,aig,afi,bie,fhg
9 bcdefgh,aiec,abd,ace,adbi,aihg,afh,agf,bfe
9 bcdefg,ahc,abd,achi,aigf,aeg,afe,bid,dhe
9 bcdefgh,afei,aid,ace,adib,abhg,afh,agf,bec
9 bcdefg,agh,afed,ace,adc,achi,aib,bif,fhg
9 bcdefg,ahc,abh,ahgi,aif,aeg,afid,bdc,dge
9 bcdef,afg,ahd,ach,ahgi,aib,bie,ced,egf
9 bcdefghi,aic,abigd,acgfe,adf,aed,adch,agi,ahcb
9 bcdefgh,ahi,aid,acihe,adhgf,aeg,afe,aedb,bdc
9 bcdefg,ahi,aifed,ace,adc,acig,afh,bgi,bhfc
9 bcdef,agh,ahi,aigfe,adf,aed,bdi,bic,chgd
9 bcdefg,aghei,aid,aci,aibf,aeh,ahb,bgf,bedc
9 bcdef,agh,aid,aci,aihf,aeg,bfh,bgei,ched
9 bcdefg,ahi,aid,acihe,adhgf,aeg,afe,bed,bdc
9 bcdefgh,ahi,aifed,ace,adc,acig,afh,agib,bhfc
9 bcdefg,ahc,abid,aci,aihgf,aeg,afe,bei,ched
9 bcdefgh,ahgei,aid,aci,aibf,aeg,afbh,agb,bedc
9 bcdefg,agh,aid,aci,aihf,aeg,afhb,bgei,ched
9 bcdefgh,aic,abed,ace,adcif,aeihg,afh,agf,bfe
9 bcdefghi,aic,abed,ace,adci,aihg,afh,agf,afeb
9 bcdefgh,ahi,aid,acih,ahgf,aeg,afe,aedb,bdc
9 bcdefg,ahi,afed,ace,adc,acig,afh,bgi,bhf
9 bcdefg,ahc,abh,ahge,adi,aig,afid,bdc,egf
9 bcdef,agh,aid,aci,aihf,aeg,bfh,bge,ced
9 bcdefg,ahi,aid,acih,ahgf,aeg,afe,bed,bdc
9 bcdefgh,ahi,afed,ace,adc,acig,afh,agib,bhf
9 bcdefgh,aic,abi,aihe,adf,aehg,afh,agfd,bdc
9 bcdefg,agh,aid,aci,aihf,aeg,afhb,bge,ced
9 bcdefgh,aic,abed,ace,adci,aihg,afh,agf,bfe
9 bcdefghi,aiec,abed,ace,adcbi,aihg,afh,agfi,ahfeb
9 bcdefgh,ahdi,aid,acibh,ahgf,aeg,afeh,agedb,bdc
9 bcdefg,ahi,afed,ace,adcf,aecig,afih,bgi,bhgf
9 bcdef,afdgh,aig,abfe,adf,aedb,bcih,bgi,chg
9 bcde,aedf,agh,afbe,adb,bdhi,cih,cgif,fhg
9 bcdefg,ahc,abhd,achge,adgi,aig,afied,bdc,egf
9 bcdef,afgdh,aid,acihb,agf,aegb,bfe,bdi,chd
9 bcde,aefg,ahd,achig,afb,beg,bfdi,cid,dhg
9 bcdefg,agh,ahgfd,acfi,aif,aeidc,achb,bgc,dfe
9 bcdef,agdh,ahd,achbg,agif,aei,bied,bdc,egf
9 bcdef,agedh,aid,acihb,abgf,aeg,bfe,bdi,chd
9 bcdefg,agedh,aid,acihb,abgf,aeg,afeb,bdi,chd
9 bcdef,afeg,ahd,achig,agbf,aeb,bedi,cid,dhg
9 bcdefgh,ahi,afed,ace,adcf,aecig,afih,agib,bhgf
9 bcdefgh,aic,abid,acihe,adhf,aehg,afh,agfed,bdc
9 bcdefg,agh,aid,acie,adihf,aehg,afhb,bgfe,ced
9 bcdefgh,ahi,aihgd,acge,adgf,aeg,afedc,acib,bhc
9 bcdefg,agh,aeid,aci,aichf,aehg,afhb,bgfe,ced
9 bcdef,aghc,abhd,ach,agif,aei,bieh,bgdc,egf
9 bcde,afgc,abg,ahie,adi,bhg,bfhc,dgfi,dhe
9 bcdefg,ahi,aihgd,acge,adgf,aeg,afedc,bci,bhc
9 bcdefg,ahec,abed,ace,adcbh,ahig,afi,bife,fhg
9 bcdef,agdc,abd,acbgh,ahif,aei,bhd,dgie,ehf
9 bcde,afc,abfgh,ahie,adi,bgc,cfh,cgid,dhe
9 bcdefgh,ahfei,aied,ace,adcib,abhg,afh,agfb,bec
9 bcdefg,agh,afed,ace,adcf,aechi,aihb,bgif,fhg
9 bcdefg,ahc,abhd,achgi,aigf,aeg,afeid,bdc,dge
9 bcdefg,agh,ahgfi,aife,adf,aedic,achb,bgc,cfd
9 bcdefg,agfh,aied,ace,adcih,ahbg,afb,bfei,che
9 bcdefghi,aihc,abhd,acge,adgf,aeg,afedh,agcbi,ahb
9 bcdefgh,ahdi,aid,acibe,adhgf,aeg,afeh,ageb,bdc
9 bcdefg,ahi,aifed,ace,adcf,aecg,afih,bgi,bhgc
9 bcdef,afdg,ahi,aibfe,adf,aedb,bih,cgi,chgd
9 bcdefg,aghfi,aid,acie,adif,aebh,ahb,bgf,bedc
9 bcdef,agh,aid,acie,adif,aehg,bfh,bgfi,ched
9 bcdef,afgh,aid,acihg,agf,aegb,bfed,bdi,chd
9 bcdefg,agh,ahgd,acfi,aif,aeidg,afchb,bgc,dfe
9 bcdef,agh,aheid,aci,aicf,aehg,bfh,bgfc,ced
9 bcde,afdg,ahi,aibfe,adf,bed,bih,cgi,chgd
9 bcdef,agdh,ahd,achbe,adgif,aei,bie,bdc,egf
9 bcdefg,agdh,ahd,achb,agif,aei,aieb,bdc,egf
9 bcdef,agh,aeid,aci,aicf,aehg,bfh,bgf,ced
9 bcdef,agdh,ahd,achb,agif,aei,bie,bdc,egf
9 bcdefg,ageh,aid,acihe,adbgf,aeg,afeb,bdi,chd
9 bcdef,afeg,ahd,achie,adgbf,aeb,bei,cid,dhg
9 bcde,aef,agd,acghe,adifb,bei,chd,dgi,ehf
9 bcdefgh,ahc,abhd,ache,adgi,aig,afie,adcb,egf
9 bcdefg,ahi,afed,ace,adcf,aecg,afih,bgi,bhg
9 bcdefg,ahc,abhd,ache,adgi,aig,afie,bdc,egf
9 bcdef,agh,aid,acie,adif,aehg,bfh,bgf,ced
9 bcdefg,ageh,aid,acih,abgf,aeg,afeb,bdi,chd
9 bcdef,agh,afed,ace,adcf,aeci,bih,bgi,fhg
9 bcdef,afeg,ahd,achi,agbf,aeb,bei,cid,dhg
9 bcde,aef,agd,acgh,aifb,bei,chd,dgi,ehf
9 bcdefgh,ahi,aifed,ace,adcf,aecg,afih,agib,bhgc
9 bcdefg,ahc,abhd,ache,adif,aeig,afi,bidc,ehgf
9 bcdefgh,ahgi,aifd,acfe,adf,aedcg,afibh,agb,bgc
9 bcdefg,ahdi,aid,acibe,adhgf,aeg,afeh,bge,bdc
9 bcdef,agh,ahied,ace,adci,aihg,bfh,bgfc,cfe
9 bcdef,afgeh,ahd,achi,aibg,agb,bfe,bidc,dhe
9 bcdefg,agh,ahied,ace,adci,aihg,afhb,bgfc,cfe
9 bcdef,agc,abgh,ahie,adif,aei,bihc,cgd,dgfe
9 bcdefg,agfeh,ahd,achi,aibf,aebg,afb,bidc,dhe
9 bcdef,agdc,abd,acbgh,ahf,aehi,bid,dife,fhg
9 bcdefg,ahdc,abd,acbhe,adigf,aeg,afei,bid,ehg
9 bcdefghi,aidc,abd,acbi,ahgf,aeg,afeh,agei,ahdb
9 bcdefgh,ahi,afed,ace,adcf,aecg,afih,agib,bhg
9 bcdefg,ahc,abhd,ache,adif,aeig,afi,bdc,egf
9 bcdefghi,aic,abid,acih,ahf,aehg,afh,agfedi,ahdcb
9 bcdefgh,adi,aid,acibhe,adhgf,aeg,afeh,aged,bdc
9 bcdefg,ahi,aifed,ace,adcf,aeci,aih,bgi,bhgfc
9 bcdef,afeg,ahi,aih,ahgbf,aeb,beh,cgedi,chd
9 bcdefg,aghfei,aid,acie,adib,abh,ahb,bgf,bedc
9 bcdefg,agh,ahgf,afi,aif,aeidcg,afchb,bgc,dfe
9 bcdef,agh,aheid,aci,aich,ahg,bfh,bgfec,ced
9 bcdefg,ahc,abhgd,acfie,adi,aid,ach,bgc,dfe
9 bcdefg,agfh,aei,aie,adichf,aehbg,afb,bfe,ced
9 bcdefgh,ahgc,abg,afi,aif,aeidg,afcbh,agb,dfe
9 bcdefgh,ahi,aifed,ace,adcf,aeci,aih,agib,bhgfc
9 bcdefg,agfh,aid,acie,adi,aihbg,afb,bfi,chfed
9 bcdefgh,ahgfei,aid,acie,adib,abg,afbh,agb,bedc
9 bcdefg,agh,aid,acie,adih,ahg,afhb,bgfei,ched
9 bcdef,afgh,aid,acie,adi,agb,bfih,bgi,chged
9 bcdefg,aghi,afd,acfe,adf,aedcih,ahb,bgfi,bhf
9 bcdefgh,ahi,aihg,age,adgf,aeg,afedch,agcib,bhc
9 bcdefg,agh,aheid,aci,aich,ahg,afhb,bgfec,ced
9 bcdefg,agfedh,ahi,aihb,abf,aebg,afb,bdic,chd
9 bcdefgh,ahgi,afd,acfe,adf,aedcig,afibh,agb,bgf
9 bcdefg,agh,afd,acfe,adf,aedcig,afihb,bgi,fhg
9 bcdefghi,aic,abi,aih,ahf,aehg,afh,agfedi,ahdcb
9 bcdefgh,adi,aid,acibhe,adhgf,aeg,afe,aed,bdc
9 bcdefg,ahi,aifed,ace,adc,aci,aih,bgi,bhgfc
9 bcdefg,aghfei,aid,aci,aib,abh,ahb,bgf,bedc
9 bcdefgh,ahi,aifed,ace,adc,aci,aih,agib,bhgfc
9 bcdefgh,ahgfei,aid,aci,aib,abg,afbh,agb,bedc
9 bcdefg,agh,aid,aci,aih,ahg,afhb,bgfei,ched
